,A0,B0,C0
898,-1679.0111496057943,-2364.8366342063637,-1693.6027360910434
899,-1687.645676083522,-1637.3417440571914,-1612.6824970285595
900,-1642.5458806172946,-1661.5400263615782,-1681.2406099772236
901,-1667.6628775293234,-1552.3143418838724,-1616.188989513557
902,-1639.637380721155,-1692.784174917371,-1641.3557673432535
903,-1646.4668578145788,-1762.158888909677,-1823.3479396915177
904,-1705.974122032977,-1691.5494090927862,-1741.6571069917386
905,-1688.61559478642,-1660.1849785329505,-1698.9238803939115
906,-1607.2681030086364,-2013.7374517325836,-1723.5564956757637
907,-1639.0354077790812,-1633.5490857803647,-1692.4534863723661
908,-1676.9322327908435,-1706.6974763462738,-1718.9952650794055
909,-1629.0573469359172,-1610.9986499511401,-1675.1122800534092
910,-1695.3084920166207,-1579.1974842458676,-1717.728886460865
911,-1699.9220754256155,-1649.3169059334887,-1682.681455515129
912,-1765.3238578803232,-1611.8224136894007,-1704.726901442097
913,-1668.4972942358932,-1744.827728151052,-1675.509013837227
914,-1702.34532268084,-1714.898687490556,-1746.4894823210689
915,-1662.5905055698447,-1576.8937820021965,-1689.2909165677688
916,-1664.3654857583037,-2221.9044873992457,-1646.9636337505292
917,-1703.2815810793013,-8072.447891618674,-1655.1564935856409
918,-1715.078800895806,-6380.223929232311,-2894.74681740051
919,-1800.0451531614283,-1674.936266601984,-1739.2060623111956
920,-1672.4697439571135,-1681.808268875079,-1811.842283893191
921,-1664.641692630574,-1633.6943737876923,-1748.5793769849263
922,-7199.609303385779,-1797.7569396547992,-1641.6939857970617
923,-1706.5152228643958,-1735.1408942623045,-1662.3433700243713
924,-1692.190483723442,-8440.376427569214,-1652.2569580063368
925,-1763.9497455106603,-1663.3821444050577,-1708.7627525115743
926,-1688.1434319636992,-1675.8218779216777,-1688.0748450399592
927,-1710.239610895109,-1670.4507645018757,-1638.632472240196
928,-2355.1881257651794,-1639.011434656553,-1682.4361959614796
929,-1613.9234553041927,-1750.2304592652547,-1742.1842926446077
930,-1719.2096299183918,-1655.8708734707877,-1791.1885200358681
931,-1796.1030945291202,-1810.5940131834877,-1751.6519605267088
932,-1862.2992186603065,-1897.7853500606502,-1836.8226066376099
933,-1799.6416791232389,-1723.4149937165848,-1754.8177691633991
934,-1773.6521564840643,-1698.6501674997357,-1764.7881005419379
935,-1688.7181605697324,-1749.4342977302554,-1727.7740095081876
936,-1686.5298235107161,-1722.7545870512042,-1682.6098155454843
937,-1704.5091215848786,-1662.2509482405778,-1657.5240204325805
938,-1749.3191642782276,-1728.0478581452658,-1722.6014576909618
939,-1734.460488119141,-1722.1350466954405,-1716.3087693477335
940,-1654.003691020796,-1765.5550286739006,-1741.3459566735744
941,-1753.9508798684803,-1850.667738419727,-1650.3264607841436
942,-1882.94078957203,-1771.3137447376978,-1872.5305142446016
943,-1733.5815993986146,-1827.9514180378553,-1849.2935807887598
944,-1762.2946092653197,-1694.400294334654,-1706.7869517433082
945,-1671.477111476348,-1702.853257030005,-1762.3860858041285
946,-1767.954262280098,-1736.2135086037651,-1867.7044824581221
947,-1821.986745157413,-1846.7112456121106,-1739.9026256934612
948,-1807.406185365343,-1724.2680655271463,-1805.0934403627366
949,-1739.8413808703601,-5523.901317544736,-1731.8457134525597
950,-1790.4559857748736,-1770.4505106333024,-1710.7082047195079
951,-1794.9441269334782,-1747.2021386377703,-1689.2836846936455
952,-1725.0550054463754,-1668.1478449948302,-1692.0268292340832
953,-1722.4869365231034,-1790.3983531635952,-1695.758757083139
954,-1715.7249791467793,-1716.1912761868866,-1715.506091649757
955,-1688.2954515731508,-1686.2583281726113,-1591.9356950902193
956,-1687.6389871532,-1683.3046939564258,-1714.617684213928
957,-1640.8701504926703,-1652.343099451273,-1643.7415404906935
958,-1733.2678325146228,-1666.3619436787042,-4020.5338303079707
959,-1678.4917930749539,-1690.9624008916392,-1723.8635837567385
960,-1670.2240205672754,-1637.1897181970714,-1649.826390168297
961,-1675.2447444416425,-1676.6870823800773,-1765.6470294771584
962,-1844.7827984140895,-1795.0571263665272,-1773.3103245356263
963,-1703.4044213157435,-1691.8647660775657,-1762.4747784222318
964,-1788.9965817922755,-1712.7258298219053,-1689.6837835174383
965,-1817.098373160394,-1964.4648860172333,-1783.8089778161966
966,-1755.3749207574713,-1813.7743930467195,-1862.1419316773336
967,-1698.4884080130216,-1652.0399454800047,-1645.0911773249754
968,-1704.3638908590704,-1745.8794353635685,-1717.2104485351265
969,-1679.907683492567,-1663.9885824902826,-1711.9800062834315
970,-1699.32042604159,-1769.9889295339508,-1710.1018255443714
971,-1710.7747527912113,-1725.4887332483677,-1771.9630490305217
972,-1657.658408070217,-1717.9490277915056,-1709.9010130300608
973,-1774.100626201959,-7810.764921107746,-1748.7803577822701
974,-1793.4455300080808,-1730.826786720322,-1770.6400175034914
975,-1665.5061005289774,-1771.3593002857785,-1783.9482472992684
976,-1847.0053435211034,-1825.9942386341972,-1788.2086237757223
977,-1804.5837049286772,-1693.80721982245,-1667.2244604753687
978,-1751.4524869131715,-1764.107274058335,-1796.601728012213
979,-1867.026527382668,-1811.1841845616877,-1860.7265460702677
980,-1789.4102227923634,-1755.4813011350757,-1693.8083032018806
981,-1823.4538426976674,-1830.4055916129682,-1824.900009115252
982,-1749.639916542682,-1829.0062936238064,-1850.2237446578665
983,-1783.016882318863,-1745.9117381523324,-1690.7537586263106
984,-1866.5083369215185,-1772.28961451005,-5026.612171143456
985,-1865.9661501027615,-1811.2430575264673,-1707.638813245853
986,-1815.0532131681416,-1815.3279250740302,-1840.7924728488097
987,-1815.898192754256,-1712.6105351509323,-1770.2792887761934
988,-1761.1722300887038,-1727.3685254829381,-1724.4157667883467
989,-1812.7048342648386,-1703.186786997448,-1815.684322076843
990,-1696.3620904937934,-1778.7361398826806,-1699.7945861447856
991,-1730.0124761833226,-1779.5210843460484,-1794.0012238158272
992,-1693.7082983682085,-1753.9019506337218,-1681.6797220793026
993,-1867.3712219922118,-1774.8815819004867,-1730.1982661596044
994,-1793.6275668695446,-1749.1263454111747,-1773.2553541757322
995,-1792.6193512883206,-1781.5126403793258,-1783.7653916426248
996,-1759.0974043326278,-1786.417696917359,-1680.3444298292852
997,-1694.383705844756,-1786.8808745450199,-1814.9779549936711
998,-1762.1805178049344,-1754.912021486757,-1856.4826110888825
999,-1758.4277330677298,-1727.0785323347066,-1735.2815794409544
